pid_l,pid_r
711071120183650,803110920180202
711071120191116,817130620190060
711072120182259,405114120180088
711090820170075,816071320170411
711011620160326,819131920160019
711071120171940,711070720170686
711054020160563,813171020160048
711072120162000,813071520160206
711081120170546,807111120170259
711071120192375,401474320190035
711071120150783,805112120150127
805111520190309,805111720190519
405122520180133,405120520180154
801231320150024,707111320150005
801152520210023,815031720210131
809050320200100,801011320200075
221012220210245,401212520210056
106091120190039,106091120190142
711072120171467,817112120170336
711080120170994,707071520170399
711071920220142,205012720220046
711070920173640,805172120170152
511053720180023,705071120180473
711072120200089,705012720200159
711034720160592,805191320160046
711054020220402,101412120220152
711054020220402,511070520220103
711080120220614,409030620220044
701331520210946,107010920210170
403136120200071,605130820200104
711070920150317,707030320150321
711072120210318,809092920210002
711071920200210,805170120200185
711070720191101,803152320190422
401476920200034,401476920200152
509030520180118,816071520180311
813010820180361,815110720180262
813211320160020,715020520160045
813111720190172,111030120190153
813010520170343,815650920170074
813110120190329,605152320190188
711080720200152,713013520200467
817070920180024,817070920180227
111031920190038,111031920190098
101230120210018,103031520210047
813110520180050,501130420180120
813040120200485,813040120200004
713052320190172,711080520192082
713052320190172,813040220190139
601091320220062,821010920220061
701430920210009,701430920210037
701411420210374,713130120210226
701371920210515,411092920210206
401512320150043,701250720150332
411133320170264,503210320170146
401472320160104,701130320160212
401472320160104,401534720160185
401352920170098,713103920170263
411091920220036,103052120220031
411093520220100,605170120220051
603090920190029,717072320190387
505231520210175,709010720210325
819030920160063,711081120160720
819151020180240,819151020180242
819011320180106,816052320180173
819010520170014,717051720170264
819151020190386,817112120190112
819151020190407,819061120190107
819082920190247,805071320190027
713013920151482,803112320150116
713091520150279,819030920150270
713015520220409,803130920220070
713012920150098,707053120150068
713130120220137,405074120220079
819092920210170,101431120210238
819030920170137,711071120174481
819121220210182,815150320210178
819082520180215,805110920190080
819082520180215,711070920190933
819110120210097,821040520210122
819150220170044,711072120171030
819070320150002,821050620150088
711030120172089,811160220170211
711050520160559,809052320160091
711080320171578,817070720170258
711034720200106,713122320200067
711081120170923,809050920170118
711050120150055,813190520150054
711070920181087,805111320180403
711070520180339,805150720180099
711070720161031,713014320160089
711053720200645,709071120200106
707120620210236,817070520210179
707110120170142,711041120170064
707111320150145,701251720150139
707021420180229,709131520180155
707080520180124,503071520180016
601111020210089,603172820210139
707060520160246,711080720160770
805111120180531,823070320180732
805190320200301,805190320200023
301072820210055,101211720210322
805170520180333,813040120180597
805111920160373,803111320160194
101211920170271,101030520170030
805170720150279,803192320150299
805110320160067,813190520160081
805052520160069,813010120160079
805171320180097,803192320180429
805110920150175,709071320150108
805211520170105,813010820170405
805170920160191,813091120160163
805130220190117,711030120180169
809132320200005,717012120200023
104034320180010,821090520180009
701170320171335,811160220170180
107133920220039,813251120220170
107230520200100,107230520200070
107231320220089,407135120220089
107052120220052,605070120220134
107093720220049,115156120220152
107093720220049,411051720220062
107093720220049,711034720220353
107231520200187,103210120200110
217152120210079,813040120210429
821050620170248,711035120170447
711050120170431,803153520170181
103210720210126,103210720210083
103112920200037,213010320200052
407011620170042,411150120170180
401533520170126,215172720170310
701410320150024,505172120150013
701190320210125,701190320210142
701172520150125,605012520150027
701330120170633,717011520170444
411093120210059,805070920210092
701371720171220,113172920170014
701131720200167,117154520200089
103171120180150,221111720180170
103051720180253,816071720180222
807133120190050,821032520190220
221050720220047,103172320220046
101141920220144,225032020220075
101390520220074,701351320220079
101110720210318,117030520210157
101196320220096,205151720220063
101390520220072,805110920220094
101390520220072,211033720220049
213131720210081,213131720210125
711034520150162,813111320150135
711041120170064,707110120170142
823140120190355,823140120190053
711035320170016,805071320170273
711072120172617,807074720170047
711071120182533,403295920180036
711080120191776,403230320190316
711070720181240,803011120180203
607190320170006,607190320170068
813111120200189,813110720200205
805051520190097,821090720190159
803210520170274,815014120171543
607010920190261,209032920190125
711080920200821,113073120200136
711054020160163,805111720160337
805051720220021,819071320220072
813211320171035,809110120170032
813090920170234,705030220170247
813090120210263,821062120210144
813211320170083,805092520170011
813151120210157,411070520210180
813191520200145,821041520200137
813112320200177,107191920200082
813111320180168,713104720182361
813090120200472,717071720200266
813010420170502,711070520180001
813110120160256,815133420160054
813112320170040,711070720170806
813112320190094,805111720190234
813090120190229,221171120190125
813091520180282,713013920181113
801230720220045,221090120220159
113192720220109,103130120220078
113192120220053,401450920220050
113071720220032,107154520220049
113090120220107,407141120220120
113174720220015,217073320220026
403112120170243,711071120174898
711070920191085,815152120190174
803110320180037,803110320180128
711034520180576,819030920180158
711080920180618,713030520180044
711071120183913,401373320180126
117154520200089,701131720200167
117133720190195,117133720190113
101141120200115,101141120200018
801171920150149,715032120150086
815012720200327,707050120200208
815014120180113,809082720180125
503250720190207,819091320190652
713070320160187,606321020160270
713014320160066,117112120160188
713153120220160,803111720220076
713050120220179,101082120220559
713152920170427,717090720170077
605031720180279,713122120180332
605192320170040,701283620170441
707091320200043,805011920200448
101373120157964,403012120150323
101073320190007,403192120190005
707080920180304,607112320180023
707010920180032,109011520180229
707010920180032,606332120180036
805190320190284,701332320190322
805070920210092,411093120210059
805112320160058,813040120160486
805051720190126,713170920191187
805111320180403,711070920181087
805151120160207,701283220161258
803012320180002,803012320180252
805011920220070,803130520220022
717070720150197,701272920150546
717051120150028,713091920150101
807171520170361,807172720170204
717120320150749,701401920150654
607151920190101,603011220190132
701283620170441,605192320170040
607011920150272,501050920150115
607011920150272,607011520150355
607131520190161,601010320190201
607030720150069,711071120151258
607190120170248,711072120171997
607190120170248,711071120171068
607090420150213,221091120150050
607031120220178,103052120220103
607132220170065,606351720170383
606332120180036,707010920180032
606111320180029,713121720180324
606210120150344,707010720150256
606271120160342,701171920160265
813111920170160,813111920170192
606330320180143,601130120180136
605151720220195,807172920220071
217052320210056,817011520210156
407094920180094,713015520180696
407071920180109,101540920180108
407052720200099,407052720200069
713013320160303,701290120160128
713170120180788,607031120180355
713170120180788,607031120180289
713014920180766,701393720181028
713013520191119,501030720190099
713013920162789,807092520160137
815014120182509,809131520180103
221111120210023,803153320210029
103144120200370,403333120200198
103130720200253,511070120200156
106092920150054,101540320150472
811073120160121,807152320160041
815650720200030,815650720200103
811160220170211,711030120172089
221153920190172,221153920190141
221171320190281,403132720190048
501070320220143,401512720220025
501090420220228,817031120220121
501070520220148,701272120220083
501120420220091,701392320220271
805191920180101,813170320180424
711053320170642,709112520170210
711020120160606,707090920160298
711010320170075,603011720170374
711090620170186,603151920170023
711071120190686,813190120190019
711034520170231,805190520170003
711072120160574,816052720160238
711070720171833,705060720170159
711034720160944,823110520160086
711071120172472,813011120170015
711080320180768,819091320180248
711071120151264,803050920150170
823110720180112,823110720180250
711090620210182,711090620210089
711080320200569,603172420200074
711080320200569,603172420200010
711072120190545,805110320190490
511014320200319,601111720200149
813090720210315,813251120210107
813070120210268,505170520220016
813300120190171,711100720190130
813150720200062,815070120200094
813130720190380,711071120190940
813040120210429,217152120210079
813210320150014,805111520150279
813150920170320,809112120170285
813110120190119,713014520190259
813050520180449,809092120180291
813070920170384,813070920170267
813111720160117,713171520160100
813210120160166,707031320160130
813051320170167,707020920170012
813091120180305,813091120180175
813071520200211,511014920200706
813211320180665,409133720180112
813171120190175,803012120180093
813300520180115,711054020180847
813070520200070,711054920200143
403310520200041,113190320200056
805050220220008,711034520220091
601081320200021,817032020200034
601012120150205,225032220150527
601010120190160,411071120190186
601130720220042,405151520220052
805071520160113,709050920160135
805011720160074,809110520160159
805111120180632,809130320180155
805092520160225,709151320160192
805111720190519,805111520190309
805010720170373,809011320170157
805110720200406,711070920201324
805170720190347,709171520190808
805010920160159,813050920160069
805170720190411,803210720190209
805151520180198,803092320180096
607152520160041,717090120160072
607031120180289,713170120180788
607011520150431,603010420150307
205011320210137,221011320210179
205012320210173,103052320210144
221153720180175,817051920180196
221153720180175,809032720180128
221153720180175,221171520180293
221171520180293,221153720180175
101142520170424,225031720170183
101140520180342,401412120180038
707080920190244,707080920190526
805112120150127,711071120150783
803220120200504,807070520200232
805112320180160,805112320180102
805112320180160,805110520180248
803071320210393,713031720210117
803050720170155,711034120170212
803212120170266,809011720170002
803170920150095,711050120150395
803170920150095,803031520150045
603191320170109,803091720170095
701393720170774,701393720171199
819051720150104,701171520150288
819030920210142,816072120210175
819091920200005,713014920200277
819092120190063,819092520180351
819083120190319,409113120190004
201010520210039,411052120210051
819150520190063,713100120190413
819071320200230,711050120200093
819130320170206,711100220170282
819071120180164,711070920180226
819091720220044,221090120220153
819010520150241,701371920150565
819111320210210,713014320210897
819032120170270,711072120171179
819051720200142,805030520200124
819010520160099,803131720160073
819131120180299,813112520180329
819052720180034,803211919890035
603250820190191,605013920190426
111030120190153,813111720190172
813011120170015,711071120172472
101093520160568,101093520160387
103112720220093,117150520220036
103116120220102,403191320220048
103192520220071,403271120220057
106072720180409,111031920180062
811150520180052,816111920180193
811031920200028,821010520200166
811161020190036,811073720190081
816010720190211,811050320190117
816070520210293,605151920210152
816072520200163,815110520200183
816071320210285,823070120210147
816020320200185,805070120200130
816072320170302,715090220170344
816111920170231,801151920170208
816091320190256,711054320190133
821031720190300,819130720190206
821040520210122,819110120210097
801071520200106,715150320200225
801270920150136,815153520150164
707010720180477,411090120180440
707110220150102,711071520150306
707110220150102,711070520150255
707120220210113,411030320210045
707020320210163,807110720210136
707061520210131,717090520210178
707061520210131,407030520210083
707120720210142,205010320210171
707030320190016,605031520190026
707020720200006,816072120200003
707060120220082,401351320220103
715052520170219,701250720171015
715090220150267,819082520150225
715090220150267,821050920150152
715030320180089,701401820180777
805051320220099,221033520220098
801192120180172,103032520180157
503151520190161,113093920190102
711050520191276,813110720190015
711072920200232,817052120200048
711072120173218,117112920170115
711070720180830,813051420180410
403251320170038,713012720170501
403256120170058,711030120171378
801130320180094,811150520180059
801032120180117,803050920180179
815091320160096,805192520160242
103113920220062,713051120220122
403312920220041,511012420220252
403177720220117,711041520220104
403177520220055,211054320220028
403330920210195,711080120210628
403235520210129,101073520210460
403235520200045,709010920200063
821040920190235,821040920190255
606110720210013,803111320210020
605010120150124,701051720160011
605151320180248,821090920180087
407095520180164,403354120180107
407132320170226,407132320170222
713151120160175,709110120160130
713013920161306,805211920160080
821011220160293,803220620160263
821051120170251,819060720170211
103143920210199,207121920210029
106090720210001,607112920210040
816071320210212,103193520210077
816072320170246,701400120170778
816071320160239,815092720160307
807150720170173,807072120170177
701410320160099,505211720170028
811075320180163,801172720180153
101531720220019,205011320220008
101212020180328,819082920180374
101474320210089,403070120210051
101140120190238,211073120190090
603110720220003,819030920220015
603112320180071,606110720180359
603171620220065,821011120220140
819010520170114,715010720170292
819150320190093,403172120190222
603150720200167,603150720200106
709050720190260,823091520190302
709010920210170,511082320210170
711021020180033,711021020180090
811091520190146,811091520190013
811091520190146,701010120190384
701230420150882,717051320150028
817032020200411,817032020200371
817030920160067,711035120160198
817070920180254,817070920180199
817030520190451,817030520190059
817152020220052,503150320220086
107172720220024,817031820220006
221090120220159,801230720220045
221030720220058,705010520220057
711034520190769,815133320190053
711034520190691,819061320190071
816071920200002,816071120200131
505170920220069,711100420220163
505150720220121,104090920220064
713130120150368,709011520150187
713051120150052,607191320150023
819070520180248,711071120181842
819031920180061,707030320180050
713103520190075,821050620190152
709170920190159,605010520190488
709011520150103,803051320150090
709151320160192,805092520160225
709052120220061,107090920220046
709031720160112,711035120160172
709010420180153,503013820180205
709090420180015,705080520180057
115114520170188,101410320170573
805110120170152,711030120171818
109061320170119,817051520170252
221151320210020,205011720210099
221090520200069,211115320200089
101140520210345,113131920210108
711071920200174,505212120200176
711071120174037,823091920170356
711070920161676,815110720160112
711072920170041,403251120170028
711071120181899,809132120180114
711070120150763,809133120150106
711070720211259,106072320210160
813050920200085,813051320200210
711090620170197,809112120170081
711020320180074,707080120180285
813051320210032,803111520210031
711035320160609,409050520160067
711090720190135,813151720190088
711071120192369,403175520190101
805170120220025,823030820220055
711071120192585,805110120190182
711090620190073,816072120190318
711034520170309,813071620170146
711070520191043,713153320190278
711020720150129,701231720150128
711071120184484,405113520180224
101151320220086,707011120220127
101151320220086,111052920220094
101151320220086,403296320220090
815111120170023,815111120170163
401270920200060,115052720200004
815651320200014,815651320200137
701402020150179,807133320150020
713014520200273,819060120200006
713031120190063,701311120190091
503070620150222,501030320150089
503153720150133,701402120150787
503013820180205,709010420180153
803050320200301,707070120200199
803071920170072,711034720171493
803130520170190,801031320190027
803070320170320,805070920170241
225032220150527,601012120150205
225013720160167,107050120160001
505232720200072,715072920200290
701283520160303,711011720160343
821010820200439,823100720200154
821062120210144,813090120210263
821032320180111,711090620180112
821050620150030,701231720150444
821090720190159,805051520190097
821050620150088,819070320150002
821090120190444,815031720190358
821010320170364,823111720170073
821040120150127,509010120150083
821061920180298,823130620180167
106081320190074,813210120190001
106012220210229,405152920210145
101251520180890,113153720180176
101474320200298,103111320200297
221193920210048,805151520210039
816072320190188,221150320190340
607151120190016,505152520190174
717090320180255,709151320180412
717071720150329,701330320150876
101372520170150,305071920170062
811073520170132,607090320170245
305090120180086,713013520180759
305151720180084,101416620180117
816071920190475,711071120192297
816071920190475,805192120190127
816111520210210,816111520210089
106030920220102,405153920220053
221134320210005,221134320210006
106120220170163,221012220170381
106010120200168,115094920200047
106011720220195,221074920220090
106011020170174,103051120170336
101072120210326,211090520210215
109093120160030,701230420160182
711071120174513,403293520170222
711034720160403,813171120160053
711080920170229,817112420170163
711071120161320,709112320160133
711071120151140,813090320150041
805111320170077,807092120170112
711034520190664,815651120190150
805190520180337,805190520180485
711072120170567,715151520170266
711081120170099,217182720170075
711071120173223,809092120170344
823111220210018,715052820210031
823090120190227,811151720190084
805170520170275,813051320170224
701393720170684,701231320170919
805071720160010,701393320160104
805110320190490,711072120190545
805071320160113,701392520160930
805071520220168,823111320220095
805011720180247,701292320180359
805051120170136,809071520170342
805172920220126,221111720220104
805172920220126,221111720220105
805110720210349,505150920210132
805192520160242,815091320160096
805090120220053,717050120220209
805212020150030,711091120150036
805010120160246,803010120160202
805052120160136,701401620160708
805110520180248,805112320180160
805112120150140,711071120151139
805211320170092,711030120171425
805050520170009,713013520171092
805070120170378,803130920170410
805170920170324,711081120171869
807010920170052,807010920170133
701370920160906,411071920160046
101532920220099,103211120220060
101351520220063,809093320220037
1012503201639646,403011520160285
101111920220061,103111320220085
107092920170009,107030120170400
511050120220089,605190920220109
511082320210170,709010920210170
511050320210003,711053920210005
511010520170064,605240720170317
511010520170064,605090320170063
511012420190914,809032720190173
711072120170845,707080120170059
711030120160165,819071320160149
711070920170667,803051120170097
711071120160456,805112120160064
711041520160165,711012120160110
711053920160206,701351520160185
711034320150237,817091920150126
711072120211770,405110920210058
813210120170967,711090620170200
813190720180014,821032520180065
813091020160109,805210320160090
813112520150021,816120520150130
511012920190274,705011420190256
511010120170157,511031520170323
511014720170208,803030120170208
511050120150246,701393320150590
813011020200036,605320820200015
813111720150012,701112320150230
813191920210022,823051220210081
813171020160048,711054020160563
813191520160096,801171920160313
813091120160341,711053320160814
813090120160070,605050420160105
715031720210108,816120920210016
701350120160385,701351520160187
803130920180126,815092920180126
803152320180285,715011920180361
803210720190209,805170720190411
803220320150149,701112320150077
409030420190110,807072320190188
505212120200176,711071920200174
803012320170169,809051720170384
803191520220063,817052120220101
803151320150117,701390320150493
803050520180208,713170920181337
803210120170073,711071120174726
803210120170073,713071320170128
803111120160066,805070520160081
819121820160091,713012720160979
819030920150270,713091520150279
819052720180138,711100420180001
819151120200037,113073520200035
111074120160044,113012920160044
101392520220039,403234920220043
101250320220162,801280220220027
101250320220162,803112320220079
101250320220162,709171920220080
711034120150292,701353920150087
711081120190817,807133720190117
711090620200165,816071920200405
817030520190059,817030520190451
711035120160324,805111320160024
711071520170133,809052320170128
803012120160203,803153520160031
711071120173960,405070920170079
711071120173960,711011520170087
711080920170908,117090320170029
711072920170267,705011520170259
711054520220215,809090720220065
817032020180148,817032020180230
711034720210744,803132320210088
711080320210709,707020320210164
711053720191641,816071120190195
711080520182486,819110120180127
711072120200760,813131320210096
711081120151056,819011920150090
711034520180741,823011320180447
711034520181051,801131720180103
813112620210037,407092120210018
813151720180160,813151720180245
711030120191027,607070720190138
607011320170193,705070920170032
717090420150160,801091920150008
717090720161009,807151720160182
803030120190057,803030120190247
403316320190109,713013720190869
501120320170675,407133520170278
501130320170170,607090520170373
705030720160020,713104720161713
705070320210321,701170320210471
605192720150007,606340120150029
605010720220031,505051520220103
605013320150300,505210320150097
509123920150061,701392320152359
305110120160049,101353920160139
817051520170252,109061320170119
817010920170117,809131920170012
817031720150048,809130720150172
817050920190273,711054020190439
817030920170043,713011120170253
817071520160020,807094720160011
701130720170306,701131120170079
701030120150011,815130420150094
701400120170778,816072320170246
807051120170042,807051120170102
701291720150124,603221720150003
701283220150264,701402420150044
809133520170120,711071120173432
809091120150093,713171520150065
809130920180037,805030620180111
809133120180091,803152720180241
809112720150086,701330120150656
809090520210054,511050320210182
809080520200008,815153520200077
809030320150012,701392720150022
809132320160130,807091920160159
809092320180232,803192320180367
809082520170101,815090120170462
809031920160114,805010320160349
809031320180032,815012520180007
809052120220009,715011720220025
701130520160176,405052720160104
701130520160176,809091120160075
701410320170496,815010720170059
701351120170386,717050820170027
701071320160139,411091520160179
701332320170792,809080320170202
104092920170205,106113120170322
104074520210057,403031120210113
104100720210125,711030120211099
701112120170603,805130320170040
701330320150876,717071720150329
701031920150163,713031920150076
701392320150278,509110720150035
701371520150115,823031520150157
607151020180099,607150920180203
107072120220044,707120920220021
107072120220044,717122420220175
107113520220037,403232720220053
107013820200117,505232520200291
711071120151258,607030720150069
607131520190111,607131520190162
711071120184341,805210120180213
711010720170042,813190520170163
711070720191306,605311520190119
607210720170057,607210720170120
809133520180042,711030120181127
813112520180061,815152120180066
813091020220063,813091020220064
813091020220063,607190120220102
813011520170308,709090520170173
813300320180086,707010120180386
813300120180133,711072120180791
813050920180009,709171520180099
711035120180260,803051720180162
205010920220040,205010920220119
813051920160004,713015520160293
813111720150167,711080520151671
813010120160079,805052520160069
813131320180277,711072120182452
813170920200099,813010320200023
813170920180122,607131920180268
813070320200104,805210120200071
813111920170192,813111920170160
813050320200207,821091520200153
511011720190079,103143720190112
813210120170358,715051320170158
813010820220082,217052620220018
823030820190067,821050320190147
823072020220087,701402420220367
823070520190383,823070520190384
707051020190158,713103920190332
707080120180285,711020320180074
707052320190053,813010720190163
407141120220120,117131720220080
407141120220120,113090120220107
801172120220068,811160920220077
711072920150500,817052120150198
711071120182279,823012320180114
711072920170130,819010520170011
711071120181842,819070520180248
403313920180049,403313920180125
817031120210188,817031120210269
711071120174953,401514320170102
711071120173283,805111320170418
711010720170599,711054920171007
711010320170450,816010320170273
711030120171902,607090120170976
403257120160117,225250320160199
403257720160086,713012320162615
117151520170156,809010320170206
117010520150141,101140920150957
117130320200085,107091320200098
117153720210130,401510520210059
815133420170052,809073520170209
815031320200178,821031920200305
815111120150169,809080320150161
815011520170026,803171720160156
815110520200183,816072520200163
607011520150355,607011920150272
501011420160185,717122320160512
813150320220061,713130320220129
405135920170101,717091520170021
405121920150110,701231120150386
405154120170102,711071120174553
411092520160124,701291320160076
411071920160046,701370920160906
411011120160055,701290720160176
711070720170686,711071120171940
401332920180124,713012320183398
411052120160205,713013920162100
807051520150068,815110820150124
807051520150068,805111320150300
807113720200314,811031320210109
807012420200086,501050520200071
807092520160137,713013920162789
807071320220010,107155120220012
807132720150034,809030320150045
715010920220060,701152920220153
715111120160067,701330920160070
801070920220029,709130220220031
801253320180052,701391320180191
801250120150015,803110720150038
509010120150083,821040120150127
403231520200011,403172120200036
403256120160012,501090520161424
403296120190123,711071120192957
606330720160071,705030720160189
217010120180004,201202520180072
713122320160197,803110120160062
713130320170478,713130320170196
713013920191560,605070519190001
713051120200257,715021120200126
713032120180227,711071120184532
713051720190395,817030320190213
713013920201090,101250320200397
803011120170160,713070720170429
221053920190024,405096520190019
707070920160091,713012320162616
707071720170352,707070120170400
801152720150075,707070620150112
801251920160102,701283620160390
816052920180102,713151520180327
707060520160260,711030120160471
801270920210195,103050320210129
113153720180176,101251520180890
113132320180071,113131120180062
711071120192637,305150520190019
711034920160939,809133720160127
711071120192632,823100720190223
711071120190046,805152320190008
711034920160803,813250520160032
711053720180806,803030120180259
711053720171444,817110520170109
711034920160853,809080920160081
711071120192072,803110920190231
711050520171243,713110420170109
403312720170152,221052920170081
403175520170156,403170120170203
117131120180205,211071720180206
117153120200178,117153120200171
117031120210063,117030520210094
411072920220058,103194120220061
411051720220062,107093720220049
411030320210045,711054020210704
411030320210045,707120220210113
411130120220086,709130720220097
221173320210039,221173320210060
816070420210351,803152720210157
816120320220006,815011320220003
816071120190195,711053720191641
816010720150152,815154320150159
109133320180024,701011720180314
101150720200011,709010720200013
209032120180090,101513720180185
205010920200093,101451720200008
815092820190218,805130320190159
815012720190436,805191720190140
815092720220142,701230420220303
403231620180083,403233120180089
403132720180088,213071320180107
403250320190073,221052920190045
403250720170176,713015420171925
403173120170123,701231320170137
605090320160149,713070720160066
605192720200347,221010320200315
606110720180359,603112320180071
605151920210147,709090120210153
107012120180196,603030520180031
405012720170007,713013920172561
401533520220010,103213920220053
115032920170113,305115720170169
701370720160547,805172920160073
701370720200436,713153120200430
411051920160016,701283620160843
411132520160044,701402120160547
411032920190190,713015420191984
411073120180257,713050320180018
711030120161656,403256120160162
805010720170284,401533120170044
103117120160150,113091120160192
103117120160150,10113092016101909
401194920190190,401192920190064
103130520190008,605150720190006
807170120150086,709150720150002
807111520160045,711034920160917
807074320200034,813011020200222
807091920160156,817160720160097
807091920150090,701283520150460
807130320170208,807130320170159
511050920220046,101196720220087
711070120170572,809051120170039
711053720171319,813191520170037
711020920150022,819011520150047
711011620150408,715020320150232
101211720210322,301072820210055
215182220220022,607190520220043
305010920180168,104032320180132
305133920180048,221170720180241
816071520180116,713013920183186
816072120210259,816072120210221
816011320160098,711030120161842
221054320210148,803091920210110
101131120180732,113071520180094
717012120150142,711020120150115
607111720190263,603092320190174
401514320170102,711071120174953
701312120180113,511024320180101
701401920171198,803150120170124
701401920180881,711100220180456
807011920190553,805190720190115
807152320160041,811073120160121
807113720180293,801231120180004
811073720190081,811161020190036
807112520180146,221113720180276
807132320170193,803151920170161
807131920180037,807131920180003
807113120180215,811160220180224
817110720200166,816112520200072
817160720150131,809032520150201
817130920190002,823100320190002
817151320170135,711071120173536
817160720160097,807091920160156
817131620200069,805192520200139
817031820220006,107172720220024
817112420180123,811152520180101
817091520190157,809132320190019
701231720180053,807130120180049
701171320200128,713132120200397
117050720190236,117050720190262
701251720150029,605190120150014
701252920200377,811031320200109
405120320210078,407032920210004
405190520210029,603121920210019
405110920210058,711072120211770
405171920210090,103210720210106
405130120210175,115090720210066
405130120210175,713091920210191
405151720220011,803150920220008
411051320180091,807011520180257
411030920210125,103152120210100
809130720170124,809130720170184
411092920210206,701371920210515
807110720160175,701330720160026
807113520180072,813071320180136
807011920150358,805092520150204
807110120190057,107010520190123
807180120200207,713015420200309
807095520180100,711071120183510
807180520190019,713172320190364
807072120170177,807150720170173
807031720210169,713015420210795
807090520190060,801071720190019
709150520170310,709150520170383
819060120200006,713014520200273
819121720190029,711034520190685
819050720190295,819050720190240
301071120180027,205111520180056
101514720190109,221010820190221
101313920150142,221011320150099
101416620160071,302040920160053
701370120170063,811072920170114
707090920180014,707090920180329
607210320180043,711072120182329
607152720190053,707080920190126
607151120160264,713012320160311
607152320160138,711035320160043
607152320160138,711034920161162
607131920170299,707010120170739
717120120200080,511051120200003
805112520220033,823030920220062
805212020150080,801271320150083
805170320180163,711100520180290
805070920170241,803070320170320
805071120190261,711034520190954
805071120190261,711035120190114
805071120190205,813170520190511
805011920200415,805011920200335
815090120180588,815090120180797
805151120200289,815053320200164
713130120210226,701411420210374
713170720200307,816070320200211
821051720170240,707052220170044
713170120170798,813011020170187
603030520200018,101196720200311
603232520170126,509123520170439
505170320220001,807091920220067
713170920190177,803171920190006
713131720160266,707051720160182
809110120180044,809110120180175
713014920160619,701291720160490
713014920160619,701250720160212
101541720190057,113151920190280
106120920170064,819071120170105
713122120180332,605031720180279
713013720150416,813250320150064
713012320150499,707121020150263
713012720170501,403251320170038
819010520150137,711100420150122
713014320160830,819120320160133
713015420172224,811113520170165
713104720190801,803110520190008
713122120220161,701402220220360
707031320220043,701130120220033
707010120210318,823140120210232
707010720220105,821062320220068
707100520190212,819111320190240
707052920180203,707052920180041
715030820180034,705040220180367
715151020170109,403271520170282
801010720170257,701283020170204
801231520220031,715052520220088
801111520170070,803111920170070
801090920150057,813070320150096
711071120173647,803171120170105
711071120174553,405154120170102
711071120162337,601051320160037
711080520192224,809110720190012
711054020170637,823111020170009
711034520190685,819121720190029
711030120171818,805110120170152
711070720170806,813112320170040
711034920170324,815110920170380
819050720190240,819050720190295
805011920190061,805011920190417
711071120174523,809092120170095
711070720172932,815110220170040
711071120172812,213053520170123
711071120183105,405113520180109
711010320150057,715071820150122
711041720180018,816020120180011
711071120191673,711071120191676
711070920190765,711070720190872
815010920160287,815010920160363
403010120170230,819030520170154
117133920170068,701371720170653
101230120170117,101231920170080
603171620210004,701430120210157
805010720210254,813051120210222
707100720150153,803211720150106
707060520180374,817070120180131
707011120150005,605150320150103
707090920160298,707080920160055
707090920160298,711020120160606
707011320170164,821072520170109
707010520190302,501130320190117
1012347201623805,115094520160063
805171320200073,803111320200009
711070720190872,711070920190765
713013720190602,805011720190038
805192520160042,813130720160114
805092120210018,707092520210092
805130220220025,823100520220072
805172920220018,809011720220017
805210120190377,801110120190055
805010720190411,713071120190075
805111320150300,807051520150068
805090120170031,713151520170305
101140120170165,109092320170002
717030120220046,104010420220130
717030120220046,301180420220051
717090720160037,817011520160304
717070520190274,815053120190370
717012220180538,803072320180243
717012220150130,101431120150132
607153420170257,711100320170333
607090520220110,823101320220061
819112520200027,805170120200185
813111120200161,813111120200298
711030120170799,815110520170015
711070720172766,803111120170216
813010520190353,709050920190248
813010520190353,813010720190536
813010520190353,713170920190185
711054020180847,813300520180115
711053720181201,813051920180162
711050120160728,813111220160112
711034720190644,713013720190856
511031520170043,511031520170323
715090220160226,709170420160146
101211920180189,113172720180082
813070520210039,805011320210034
813091520190356,821061520190244
813011520150115,805210120150253
813131320210096,711072120200760
711072120161032,509123520160285
711071120173414,809110720170035
711070920171850,809011920170049
711030120171425,805211320170092
813151520170159,701350920170526
823012920190031,603011220190035
711030120170211,606210520170043
711080120160718,401193720160124
711035120160125,807170220160075
711030120180169,805130220190117
819082520180190,819082520180376
601010720170149,403252320170221
805151520160085,711070520160941
805191120160086,711071120162832
221052920190045,403250320190073
221011720190054,713151320190087
221170220190151,813110720190121
821090520180009,104034320180010
821061920150097,807070720150069
715112520220139,709111920220195
715021120160019,807011520160019
715021120200126,713051120200257
715051720210203,803192320210198
801210120170077,809011520170203
801172720180153,811075320180163
707030320150321,711070920150317
707080920160388,803090720160014
217153120200109,104054520200063
401370720170071,711080520170638
115054520180169,109110220180118
401313120190100,403257720190071
103210720210083,103210720210126
221094520210313,213034520210071
606111520200140,605240320200126
606270920220112,101233520220226
606210520160274,605240420160145
606340720220108,405152920220067
713013720171178,711050520171124
713070120180445,711041720180209
503070120180568,501050320180590
503010920170078,411092520170073
701351920180719,817151320180297
713013520180759,305090120180086
713015520150352,823140520150026
713013920192478,805211020190182
803111720170002,816072120170235
803050520190339,606331520190130
803170320150119,805011320150013
803090920160182,711030120161922
803131920170158,711071120174170
803211920200042,807110520200091
803111920170070,801111520170070
803170120190191,815012720190349
803150920180047,711071120181035
803050120150225,701192920150396
803111120160207,711050520160742
225062320160074,115078720160044
505210720190041,713130320190128
801210520160034,503110720160065
801251720180067,816070420180068
715030920180017,101092120180039
715150220200306,713130720200340
